comment_id,sentimiento,prob_NEG,prob_NEU,prob_POS
UgwIB06iEQnFOFLc9et4AaABAg,NEG,0.9623076319694519,0.033109404146671295,0.004582866095006466
UgwIB06iEQnFOFLc9et4AaABAg.Aa-0m2jDJt2Aa42DVzs9Zy,NEG,0.8334040641784668,0.13864025473594666,0.027955694124102592
UgwIBBqN6fh6MURkwkN4AaABAg,NEG,0.9712888598442078,0.022601768374443054,0.006109330803155899
UgwIiqrp6EYNoFmnBAR4AaABAg,NEG,0.9209767580032349,0.0625554695725441,0.016467776149511337
UgwIlv8gtF3WKYfHSJJ4AaABAg,NEU,0.256013959646225,0.7021539211273193,0.041832149028778076
UgwJ4UehO5E4j0niJU14AaABAg,NEG,0.68991619348526,0.28890252113342285,0.021181290969252586
UgwJMFYT7I9czw_oa0V4AaABAg,NEU,0.12742027640342712,0.7868337631225586,0.08574595302343369
UgwJN55EmMcKPRb_AfB4AaABAg,NEG,0.9748119711875916,0.021795867010951042,0.0033922235015779734
UgwKjHT5lyjLiqR9ym94AaABAg,POS,0.10073644667863846,0.2032327950000763,0.6960307359695435
UgwL_UlN82zRUeNgVDh4AaABAg,NEU,0.3924497961997986,0.5653049945831299,0.042245231568813324
UgwMfCTNaiukOxMqfON4AaABAg,NEU,0.08136382699012756,0.7566092014312744,0.16202695667743683
UgwNvErOoJ_qRYF6TB94AaABAg,NEG,0.8715704679489136,0.08935917913913727,0.03907034173607826
UgwO8kzHC551ofxNYCV4AaABAg,POS,0.0044542644172906876,0.02567036636173725,0.9698753356933594
UgwPCZZx2gI444cg2AV4AaABAg,NEG,0.9737553000450134,0.02144022472202778,0.004804512020200491
UgwRLgDGrh-_TEVNOYh4AaABAg,NEU,0.2297700047492981,0.7296847701072693,0.04054519534111023
UgwSDn5aIUEZwOlx9c94AaABAg,POS,0.03313404321670532,0.41005730628967285,0.5568087100982666
UgwSt406Q1HWBWCewI14AaABAg,NEU,0.108841672539711,0.6455957889556885,0.2455625683069229
UgwSt406Q1HWBWCewI14AaABAg.Aa-KmSVE5UgAa-M7iXQwik,NEU,0.1808437556028366,0.5539583563804626,0.26519790291786194
UgwTyYcT2aNvGA5DK4J4AaABAg,POS,0.014366340823471546,0.20404863357543945,0.7815849781036377
UgwUZL4XYbr2lbEi1r94AaABAg,NEU,0.15023529529571533,0.7764544486999512,0.07331030070781708
UgwXm2HjtCzRKiDHflJ4AaABAg,NEG,0.7294139266014099,0.25412657856941223,0.016459494829177856
UgwY0wdDJRzHsTCnLbN4AaABAg,NEG,0.9713096618652344,0.021058877930045128,0.007631410378962755
UgwY2FW-3sBGV2CGxaJ4AaABAg,POS,0.004271130543202162,0.03040638193488121,0.9653224945068359
UgwYTL5-XYvmQxsC3Bt4AaABAg,NEG,0.9705525636672974,0.025769246742129326,0.0036781253293156624
UgwYaHf9EYIl5Pf-y514AaABAg,NEG,0.9535378217697144,0.03769420087337494,0.00876798015087843
UgwZw9X6DpxCIJ6YkXZ4AaABAg,NEG,0.9177562594413757,0.07355961203575134,0.00868415366858244
Ugw_g00Bv3m-cnSxhMp4AaABAg,NEG,0.9829134345054626,0.014351967722177505,0.002734523266553879
Ugw_wfk-1nUcdyG3muZ4AaABAg,POS,0.0074361469596624374,0.053965650498867035,0.9385982155799866
UgwaGYcI3FekgL1PZct4AaABAg,NEG,0.9759317636489868,0.021060748025774956,0.003007463412359357
UgwaokeDKlLgSdqHpW94AaABAg,NEU,0.45867428183555603,0.5135286450386047,0.02779705822467804
Ugwbnz3tRoBa7Vs3A3d4AaABAg,NEG,0.901703417301178,0.08987461775541306,0.00842195376753807
Ugwc0TMrFYylioxh_Sh4AaABAg,POS,0.06470109522342682,0.3607539236545563,0.5745449662208557
UgwcF8V3__81jxC8Eh14AaABAg,NEG,0.9374303817749023,0.054537445306777954,0.008032160811126232
UgwdC_aDdYB1wpgGNAt4AaABAg,POS,0.009669993072748184,0.10863864421844482,0.8816913366317749
Ugwe0V0ssRP-r167Lzh4AaABAg,NEG,0.8222560882568359,0.1632983386516571,0.014445604756474495
UgwgSP2G2qKwGGl5CSp4AaABAg,NEU,0.14069944620132446,0.4675387442111969,0.39176180958747864
UgwgoKatyznihVvDVVd4AaABAg,NEG,0.9539276361465454,0.03446786105632782,0.011604459956288338
UgwguqWom06c5opgpiF4AaABAg,NEG,0.8495969176292419,0.11953137069940567,0.030871735885739326
UgwhphOY9n46ofElDut4AaABAg,NEG,0.9688193798065186,0.027144325897097588,0.004036260303109884
UgwiGxmosawIyTVTjnB4AaABAg,NEG,0.8959921002388,0.0905754417181015,0.013432436622679234
Ugwih8O9PeaJ_zd7FWV4AaABAg,NEG,0.9758647084236145,0.020543532446026802,0.0035916969645768404
Ugwije36G_n35mshRfp4AaABAg,NEU,0.14883039891719818,0.5659879446029663,0.2851816415786743
UgwjKxflp7TiD0e7_494AaABAg,NEG,0.9009564518928528,0.08502554893493652,0.014018028974533081
Ugwjtq_DUb6ISU-ppsh4AaABAg,POS,0.021481938660144806,0.4021504521369934,0.5763676166534424
UgwkiP4fW1xfpXbZcV14AaABAg,NEG,0.9637752175331116,0.0315733477473259,0.004651509691029787
Ugwm9VajlW3ydbsf-BJ4AaABAg,POS,0.0287181343883276,0.12790098786354065,0.8433809280395508
UgwmvtMMEFg5rWbrmtV4AaABAg,NEG,0.910822331905365,0.08207505941390991,0.0071026296354830265
UgwnCwptihjhFCfQK_l4AaABAg,NEU,0.14077182114124298,0.7334155440330505,0.12581266462802887
UgwopmNYOXxE5kyT7fF4AaABAg,NEG,0.8228859305381775,0.16084134578704834,0.016272705048322678
UgwovhZaCiV0r6XOH_R4AaABAg,NEU,0.20341521501541138,0.47786250710487366,0.3187222480773926
UgwoyDvqZ6NlBCvXB7t4AaABAg,NEG,0.96089106798172,0.03462587669491768,0.004483032505959272
Ugwp1SacIqA0qS_netd4AaABAg,NEG,0.7505592703819275,0.22923873364925385,0.020201990380883217
UgwpY9PE_PBfwa2_g_N4AaABAg,NEG,0.9817752838134766,0.015528830699622631,0.0026959015522152185
Ugwqsca_nj4eGguiyTJ4AaABAg,NEG,0.9800505042076111,0.014930793084204197,0.0050186761654913425
UgwrIvqGid-S983oU9J4AaABAg,NEG,0.9381494522094727,0.048093877732753754,0.013756578788161278
UgwsCWap2Jq1pNrLOWl4AaABAg,POS,0.02150990255177021,0.062255434691905975,0.9162346124649048
UgwtcR5U0FAkeZsiVVt4AaABAg,NEG,0.8489304780960083,0.12901119887828827,0.022058378905057907
Ugwvm2HYh08HI1HkcXV4AaABAg,POS,0.007008686196058989,0.03900517523288727,0.9539861083030701
UgwvvK1L0aLOhCMUzfN4AaABAg,NEG,0.9671024680137634,0.028192667290568352,0.004704922903329134
UgwwH4OIcVCCN6SbBX14AaABAg,NEG,0.9681384563446045,0.02559599280357361,0.006265602540224791
UgwwKfLmhHVU-Oxzqtl4AaABAg,NEG,0.8561896681785583,0.13144171237945557,0.012368676252663136
UgwwPrhCy2levkb6TRd4AaABAg,NEG,0.9671952128410339,0.03051943890750408,0.0022853456903249025
UgwxjmtBoAozs0ZUAcd4AaABAg,NEG,0.9079324007034302,0.0777178406715393,0.014349781908094883
UgwxjmtBoAozs0ZUAcd4AaABAg.AaAbqoGVGipAaAjNG9oPRN,NEU,0.2142743617296219,0.5860719680786133,0.19965364038944244
UgwypjUeZBU45DrrW0d4AaABAg,NEG,0.9675392508506775,0.029423603788018227,0.0030371283646672964
Ugwz_6qtdDTbTWEUQQ94AaABAg,NEG,0.9856871962547302,0.010808592662215233,0.003504121908918023
Ugx-G2kCu5aSwh3IR5l4AaABAg,NEG,0.9523074626922607,0.04480751231312752,0.002884961199015379
Ugx-cQ3Wf3whk_hssDR4AaABAg,NEG,0.9158505797386169,0.07603970170021057,0.008109692484140396
Ugx-hH6Ysw9sdv3kHPN4AaABAg,NEG,0.8668217062950134,0.09817104041576385,0.03500724956393242
Ugx1reCoIQcnK3ii2GR4AaABAg,NEG,0.9689851403236389,0.026750152930617332,0.004264673218131065
Ugx2ApaAMqe4ca4SCYx4AaABAg,NEU,0.1492777019739151,0.7252494692802429,0.1254727691411972
Ugx2LwWBVc3mFGJAinB4AaABAg,NEU,0.025249173864722252,0.5554471611976624,0.41930368542671204
Ugx2byJzZBZkDMQMUqV4AaABAg,NEG,0.9095708131790161,0.0709223598241806,0.019506700336933136
Ugx3uDgmZQhx3Z3VOzt4AaABAg,NEU,0.1277405321598053,0.7593332529067993,0.11292625963687897
Ugx3yIUZXGeiOVESIEl4AaABAg,NEU,0.3575283885002136,0.6105902194976807,0.03188134729862213
Ugx4dn4xlUl9Jp9QJeJ4AaABAg,POS,0.011543229222297668,0.41625314950942993,0.5722036361694336
Ugx6Wjc02tqpQUBf4NJ4AaABAg,NEG,0.9372140169143677,0.05192583054304123,0.010860219597816467
Ugx74OPnWkWaFjpFuA94AaABAg,NEG,0.6596593260765076,0.3277985453605652,0.012542128562927246
Ugx74OPnWkWaFjpFuA94AaABAg.A7ki-1ED5b2A7nIcG2_svP,NEU,0.2423507124185562,0.47962868213653564,0.2780206799507141
Ugx7Gvgflw7nQKqoR094AaABAg,POS,0.005754446145147085,0.06226208433508873,0.931983470916748
Ugx7ezRwB-DpY3VQt754AaABAg,NEU,0.43467482924461365,0.5273988246917725,0.03792637959122658
Ugx7j6oWhgfonHPJCdR4AaABAg,NEG,0.8767416477203369,0.10970242321491241,0.013555922545492649
Ugx8FxDKPAY-M_JhRgd4AaABAg,NEG,0.8053438663482666,0.18066288530826569,0.013993188738822937
Ugx8vuWdqsWZslsS9R14AaABAg,NEU,0.17326007783412933,0.497119665145874,0.3296203315258026
Ugx90cmhNaRBNDou1BR4AaABAg,NEG,0.5452274680137634,0.41383349895477295,0.04093895107507706
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaBaWPRQg7K,NEG,0.9389106631278992,0.0447809062898159,0.016308393329381943
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCnVqXU5cy,NEU,0.3443738520145416,0.4700765907764435,0.1855495423078537
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCz3GqqPAJ,POS,0.03610958904027939,0.3711501955986023,0.5927401781082153
UgxCKgaQSm13r2z9hFd4AaABAg,NEG,0.9671465158462524,0.030712733045220375,0.0021407443564385176
UgxCT5F3jO763e2aO-t4AaABAg,NEG,0.47787052392959595,0.4705599546432495,0.051569536328315735
UgxCjFHfuFk1jUGvoIB4AaABAg,POS,0.004852409940212965,0.054687775671482086,0.9404597878456116
UgxD16VX3BhREOtsuhJ4AaABAg,NEG,0.9476363658905029,0.0456949919462204,0.006668662652373314
UgxDBhcq11EK83DqrSZ4AaABAg,POS,0.01342737302184105,0.1758483499288559,0.8107243180274963
UgxDFo35bUo0APtZcd94AaABAg,NEG,0.8030849099159241,0.17560818791389465,0.021306924521923065
UgxEE17R1iQyuDZebVF4AaABAg,NEU,0.12275125831365585,0.8171634674072266,0.06008526682853699
UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,NEU,0.19586582481861115,0.7157943844795227,0.08833973854780197
UgxE_8DGgJmaHaV_WLJ4AaABAg,NEG,0.8431577682495117,0.1467134952545166,0.010128705762326717
UgxEsAK7q3l34wFdZ414AaABAg,NEG,0.9594534635543823,0.03474351391196251,0.00580306351184845
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zKDdWQaaO,NEG,0.9545395374298096,0.03947940841317177,0.005980996415019035
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zMcZPgoSk,NEU,0.0342358835041523,0.5122787356376648,0.4534853398799896
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zX0eQk5DZ,NEG,0.9617655873298645,0.025876609608530998,0.012357867322862148
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXHoAX3hj,NEG,0.9771702885627747,0.019054632633924484,0.0037751367781311274
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXUuRIq0q,NEG,0.7994174361228943,0.16472220420837402,0.03586035594344139
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_znUL05zze,NEG,0.9121987223625183,0.07742534577846527,0.010375874117016792
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0q77b9a3F,NEG,0.8130664825439453,0.1733679175376892,0.013565491884946823
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0qEPC8tJc,NEU,0.07826486229896545,0.7996494770050049,0.12208566069602966
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa41uU3Anhg,NEG,0.9607798457145691,0.0332496240735054,0.005970529280602932
UgxFOJmnMHqi2dpDaZd4AaABAg,NEG,0.884800136089325,0.10364174842834473,0.011558141559362411
UgxFzCyhju6zPSl4zwZ4AaABAg,POS,0.027046503499150276,0.3075512647628784,0.6654022932052612
UgxHqBlwo8Dpvv-2P5d4AaABAg,NEU,0.07039258629083633,0.8683363795280457,0.061271000653505325
UgxJQfg5iHA6vRWS0El4AaABAg,NEG,0.924941897392273,0.06159156188368797,0.0134666059166193
UgxK5IJwWigmJ56Xp7p4AaABAg,POS,0.031160952523350716,0.22988994419574738,0.7389491200447083
UgxKfM_nJMsGTkKkM8V4AaABAg,NEG,0.9731692671775818,0.021239029243588448,0.005591697990894318
UgxLNf6Xy3xngPFLs594AaABAg,NEG,0.8505210876464844,0.14336690306663513,0.006112026982009411
UgxLSZD8ZrNFmd10RKR4AaABAg,NEG,0.9717497229576111,0.023254597559571266,0.0049957167357206345
UgxNSGVebHMGSFI8zX94AaABAg,NEG,0.8930356502532959,0.08866079151630402,0.018303509801626205
UgxNgFkGSE6nct4PF3V4AaABAg,NEU,0.12626902759075165,0.7461708188056946,0.12756015360355377
UgxOO0LIkZP1WvhR1U54AaABAg,POS,0.005033495835959911,0.043592311441898346,0.9513742327690125
UgxPHo503SIH-EmlR-t4AaABAg,POS,0.03246062621474266,0.1703454852104187,0.7971938848495483
UgxPRaGm9MdlK4U6VPt4AaABAg,NEG,0.6516258120536804,0.29959043860435486,0.048783738166093826
UgxQC-ejR063rkAb1VB4AaABAg,NEG,0.9801211357116699,0.017045868560671806,0.0028330048080533743
UgxR0AXNH_3DGn-T1494AaABAg,NEG,0.7736867666244507,0.21355371177196503,0.012759527191519737
UgxR1eqvFSEtPNShD8x4AaABAg,POS,0.022129319608211517,0.21195058524608612,0.765920102596283
UgxS0pN-vg0fjeNSLeJ4AaABAg,NEG,0.970958411693573,0.024794869124889374,0.004246607422828674
UgxTjz0jSJkZW5dGnSp4AaABAg,NEG,0.9631775617599487,0.0310866367071867,0.005735842045396566
UgxVUS-jkZU2DAjmNjR4AaABAg,NEG,0.9683577418327332,0.02758180722594261,0.004060452803969383
UgxW0ZnTohConSPgOpp4AaABAg,POS,0.007246192544698715,0.048196058720350266,0.944557785987854
UgxWzoHDeFfVC7jrjzF4AaABAg,POS,0.004176649264991283,0.04440731927752495,0.9514159560203552
UgxWzoHDeFfVC7jrjzF4AaABAg.Aa9DdH5avRRAaB_gLYRAuw,NEG,0.6682212352752686,0.267457515001297,0.06432127952575684
UgxXGkvxY-TdtPROWcV4AaABAg,NEG,0.9457166790962219,0.04325283318758011,0.011030538938939571
UgxXy9CurqMBEjFnVwF4AaABAg,POS,0.002739599673077464,0.03689618036150932,0.9603642821311951
UgxZFzh6jzOX7Avhk1h4AaABAg,NEU,0.34460899233818054,0.5728291273117065,0.0825619027018547
Ugx_gjcVH5SlIKBNTGh4AaABAg,POS,0.004576228093355894,0.0708618238568306,0.9245619773864746
Ugxb-sknzjBr3wecCw94AaABAg,NEG,0.926661491394043,0.06503855437040329,0.00829988345503807
Ugxb1xcC9SSJ_5vSArF4AaABAg,NEU,0.36299997568130493,0.4982491135597229,0.1387508660554886
Ugxbz7-04jLwadBMK_p4AaABAg,NEG,0.9538968205451965,0.037263523787260056,0.00883958674967289
UgxcBa2IQb3I0JZcFax4AaABAg,NEU,0.45334023237228394,0.49849486351013184,0.04816483333706856
UgxcGV8-rD83ACvM0954AaABAg,NEG,0.8563534617424011,0.13407142460346222,0.00957509409636259
UgxctiUZJriWwsE0a6J4AaABAg,NEG,0.9674015641212463,0.026807647198438644,0.005790722090750933
Ugxd8fn-MEnc3SKPtid4AaABAg,NEG,0.6114087104797363,0.3352804183959961,0.053310826420784
UgxdfjiT5_VBaeADj7h4AaABAg,NEU,0.07937853783369064,0.5336153507232666,0.38700613379478455
Ugxe0MXeW4ziwUMTfF54AaABAg,NEU,0.0698179304599762,0.7917836904525757,0.13839836418628693
UgxeJQgzDc124jVv7Fx4AaABAg,POS,0.013987326994538307,0.24481108784675598,0.7412015795707703
Ugxf6gnAtXKqV1Q_zRd4AaABAg,NEU,0.045321591198444366,0.4875124990940094,0.46716591715812683
UgxfUxJfY_pjvu9318Z4AaABAg,NEG,0.97584468126297,0.018890054896473885,0.005265160463750362
UgxfnbtuhVQuDILnXj14AaABAg,NEU,0.1707969307899475,0.7048562169075012,0.12434686720371246
Ugxgxziq7k4s9WwmauB4AaABAg,NEG,0.9381409883499146,0.05492972955107689,0.006929305382072926
UgxiEgXuexKPtHEwAQJ4AaABAg,NEG,0.9598485827445984,0.03522679954767227,0.004924611654132605
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9OgyseDes,NEG,0.9207481741905212,0.07293838262557983,0.006313434801995754
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9ZeEQh7n7,NEG,0.8376865983009338,0.14148232340812683,0.020831067115068436
Ugxj76_NAyOnh_vsgMV4AaABAg,POS,0.0024241351056843996,0.023534130305051804,0.9740417003631592
UgxkcFai5KbeHyhGbnF4AaABAg,POS,0.12240283936262131,0.3064436912536621,0.571153461933136
Ugxl5bLZ1llR9fV0V0l4AaABAg,NEG,0.8812564611434937,0.0911264643073082,0.02761712670326233
UgxoLjEjkngSVGZvO1N4AaABAg,NEU,0.17449261248111725,0.5716177225112915,0.25388965010643005
Ugxoc10_rBva4f6IW2N4AaABAg,NEU,0.2384595423936844,0.6776946187019348,0.08384577929973602
UgxovP0Yh3_qrKdrKrp4AaABAg,NEG,0.901664137840271,0.09256118535995483,0.005774723365902901
UgxpFKbiejsVGSNIcTh4AaABAg,NEG,0.9473000168800354,0.046116866171360016,0.006583112757652998
UgxqEChOyWebtVaqy-V4AaABAg,NEU,0.2019900381565094,0.5743105411529541,0.2236994057893753
UgxqSfWMWvqMX8tiC5x4AaABAg,NEG,0.5992346405982971,0.37969839572906494,0.021067002788186073
UgxrZBO3MtEqcgXAIEN4AaABAg,POS,0.002790503902360797,0.021153422072529793,0.9760560989379883
UgxswojCyw1a0RuHVEp4AaABAg,NEU,0.14586107432842255,0.791810154914856,0.062328703701496124
UgxuO_1lX_-jTQfAzZx4AaABAg,POS,0.013281850144267082,0.13319076597690582,0.8535273671150208
UgxudaO35O8XcM9Wu4t4AaABAg,NEG,0.9613690376281738,0.032388292253017426,0.006242665462195873
UgxvgdNqovIhqUZDxUx4AaABAg,NEG,0.6938781142234802,0.29587695002555847,0.010244956240057945
UgxvmbFNm6tYRX6yfLN4AaABAg,NEG,0.9272072315216064,0.06218579784035683,0.010606917552649975
Ugxvt0tvqY4UlDS2hoh4AaABAg,NEG,0.8396140336990356,0.14405113458633423,0.01633482612669468
UgxvxNmPMdRuRDptJQN4AaABAg,NEG,0.8530576229095459,0.1331997811794281,0.01374264806509018
Ugxw_1trnd8loD3302V4AaABAg,NEG,0.794501006603241,0.19566407799720764,0.009834861382842064
UgxxNu7QTJHuAgFaEYN4AaABAg,NEG,0.9751595258712769,0.021762380376458168,0.003078106325119734
UgxxdDS3FUc53KWN3KF4AaABAg,NEG,0.8377264142036438,0.15572045743465424,0.006553140934556723
Ugxy4k7pO6jFtwyDyFp4AaABAg,NEG,0.8759097456932068,0.11474781483411789,0.009342487901449203
Ugxz9vnSvQJNt4YNbYV4AaABAg,NEG,0.976106584072113,0.02087700553238392,0.003016380127519369
UgxzETIqBajjXFTGd_R4AaABAg,NEG,0.9825757741928101,0.015115012414753437,0.0023092643823474646
UgxzN9_I9vkDCdX_8dN4AaABAg,NEG,0.8534359335899353,0.12650156021118164,0.02006242237985134
Ugy0LbKWrqUFhWPRoKN4AaABAg,NEG,0.9247673153877258,0.06557247042655945,0.009660223498940468
Ugy0LbKWrqUFhWPRoKN4AaABAg.A7epXgDRFjZA7f-Z-rKQOV,NEG,0.9517723917961121,0.037871941924095154,0.010355578735470772
Ugy0dVAcWghuyCdAVS54AaABAg,NEG,0.965833842754364,0.028111593797802925,0.006054549943655729
Ugy1neHHTJYO0umhgLt4AaABAg,POS,0.01668458618223667,0.43538832664489746,0.5479270219802856
Ugy2FaeBadbmVJj7F714AaABAg,NEG,0.9317324161529541,0.06445435434579849,0.003813175717368722
Ugy4JA9MR8l_gkTNgWh4AaABAg,NEG,0.9597936272621155,0.030020250007510185,0.01018618606030941
Ugy4ex02KEXL5UFGjw14AaABAg,NEG,0.8977094292640686,0.08274875581264496,0.019541822373867035
Ugy4utoHlyokVSeSi5h4AaABAg,NEG,0.9150927066802979,0.07698557525873184,0.007921679876744747
Ugy4x4u9e1_xRoppaMF4AaABAg,NEU,0.06832990795373917,0.7657957077026367,0.1658744066953659
Ugy5j8gzaawBk-mw5et4AaABAg,NEG,0.9146071076393127,0.07992401719093323,0.005468966905027628
Ugy5lmf3RzzeJDUeqQd4AaABAg,NEG,0.9826512932777405,0.014333328232169151,0.0030154141131788492
Ugy6Qii72nfxIpYyuCR4AaABAg,NEU,0.09180065989494324,0.7034698724746704,0.20472942292690277
Ugy6isIL3n6cvYbJG-94AaABAg,POS,0.0843457505106926,0.3613892197608948,0.554265022277832
Ugy6y6DL1AgyNzNpfMZ4AaABAg,NEG,0.9736632108688354,0.023213660344481468,0.003123121801763773
Ugy7-QbaMzLjAO_vJMB4AaABAg,NEG,0.9745690822601318,0.02157583460211754,0.0038551182951778173
Ugy7Dk5SDB_d3RFlHU94AaABAg,NEG,0.933830738067627,0.0633794367313385,0.002789802150800824
Ugy7b0JTkHodE4sTU_54AaABAg,NEG,0.9241135120391846,0.06447234004735947,0.011414184235036373
Ugy8csktFvR0eUZN4cp4AaABAg,NEG,0.7773976922035217,0.20052112638950348,0.022081170231103897
UgyAcWsNSqIPesdI3nF4AaABAg,NEG,0.9464523792266846,0.046674445271492004,0.0068731349892914295
UgyB52GZe4-PXJ2TqYB4AaABAg,NEG,0.6127410531044006,0.3129902184009552,0.07426866143941879
UgyBhR2qUXgMe2NJjRN4AaABAg,NEG,0.9751647710800171,0.019333651289343834,0.00550162373110652
UgyC45vItnUiq1QrUtd4AaABAg,NEG,0.8986079096794128,0.0876431092619896,0.013749027624726295
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgvLAMzZ1A,NEG,0.620446503162384,0.2875162363052368,0.09203724563121796
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgwtbYMM1u,NEG,0.9011882543563843,0.0923379585146904,0.0064738597720861435
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgx6SmnMen,NEG,0.5800216197967529,0.3918285071849823,0.028149882331490517
UgyC9HUMcvW-e_nFJK14AaABAg,NEU,0.2905943989753723,0.589312732219696,0.12009287625551224
UgyCFEFtEmhDbi91yCF4AaABAg,NEU,0.3713613450527191,0.5877432823181152,0.04089539870619774
UgyCoulSuwV8jBnjbtN4AaABAg,NEG,0.9495489597320557,0.04036935791373253,0.01008174754679203
UgyD5CIXnbXNiM-a4VF4AaABAg,NEG,0.5897336006164551,0.2513429522514343,0.15892340242862701
UgyE6hk1g9jR7zB67lV4AaABAg,NEU,0.112806037068367,0.6153468489646912,0.271847128868103
