video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,author_handle_decoded,like_count,dataset_sources_lista,texto_original,emojis_extraidos,texto_limpio,idioma,longitud_palabras
TT4qJ5FXHYE,Ugw6cfXYfV4H-asKlDR4AaABAg,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rotorairgroup8409,UCKVzDUqbtdSMBcexaEtMmzQ,No se ve un deporte dinamico ni entretenido. El trasfondo de este juego era bastante macabro y refleja la oscuridad de las culturas pre colombinas en America. No le encuentro sentido a recrear algo tan negativo y arcaico.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rotorairgroup8409,hace 2 años, ,0,/@rotorairgroup8409,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",No se ve un deporte dinamico ni entretenido. El trasfondo de este juego era bastante macabro y refleja la oscuridad de las culturas pre colombinas en America. No le encuentro sentido a recrear algo tan negativo y arcaico.,[],ver deporte dinamico entretenido trasfondo juego bastante macabro reflejar oscuridad cultura pre colombina america encontrar recrear tanto negativo arcaico,es,19
j43HgwYFKfk,Ugw74asIfir0_SVC6OB4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@eustaquiogomez9975,UCNpt5CQlTzNjlAKY6CJtClQ,Denle golpe universitario (de estado). Lo puede hacer el CSU?,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@eustaquiogomez9975,hace 1 año, ,0,/@eustaquiogomez9975,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Denle golpe universitario (de estado). Lo puede hacer el CSU?,[],denle golpe universitario poder hacer csu,es,6
n8iP75gIpmw,Ugw86zOgTwKzYotlT9l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@yeniferaguirre4498,UCut6b9S98nv84cVX89PmKzA,Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@yeniferaguirre4498,hace 2 años,1,0,/@yeniferaguirre4498,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,[],pueblo morir él hambre mucho madre familia ganar quetzales día departamento solo ganar ir dar mención aldea llamado jabalí quetzal día ganar persona ganar quetzales semana fiesta sanguijuela comer almuerzo,es,30
j43HgwYFKfk,Ugw8iZ_G2Cwq-9ZYctt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@aguilar4254,UCQyOePccUP-fIJYzchAgZYw,"Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@aguilar4254,hace 6 meses, ,0,/@aguilar4254,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos",[],pues alumno unir él quedar pata walter cuello sacar él,es,10
n8iP75gIpmw,Ugw8pyxscJNUQpfoKuF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@welfrealdana5559,UCOLGv5Pf6BF2wFcwUzgcvHg,Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@welfrealdana5559,hace 2 años,4,0,/@welfrealdana5559,4,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,[],li trabajar capital pagar apartamento carro gasolina gratis,es,8
06mFNPU0aB8,Ugw9_Qw_QaSdggWuKJt4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@ruddydepaz322,UCAxvOOHQk7dYPOajzFEVtbA,Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@ruddydepaz322,hace 2 semanas, ,0,/@ruddydepaz322,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,[],dos ubeír vestido rosita tacón media dia noche ba faltar calibre delar bolsa pintalabio,es,14
n8iP75gIpmw,Ugw9eye2GML6RHRSu-14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@MegaKristenstewart,UCQ_-LPP8JAbfkc-b1Q6NvWw,La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@MegaKristenstewart,hace 2 años,31,0,/@MegaKristenstewart,31,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,[],gente morir él hambre ladrón comer maravilla verguenzar,es,8
lj983NWyAQY,UgwA5aTmgACLCuTUT494AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@melvinperez6710,UCXmrpc6Li0spcKxtS0Q_ptg,Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@melvinperez6710,hace 6 años,10,0,/@melvinperez6710,10,"['lj983NWyAQY_out_comments.csv', 'youtube_guatemala_plus_comments.csv']",Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,[],guatemala nunca tubar llamar guatemala dino guatebella guatehermós guatelinda eterno primavera guatebello abrazo hno salvadoreno vivir amor armonia,es,18
n8iP75gIpmw,UgwARHTnVAzzPrHbNox4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@belvettzapeta1251,UCZ51R_9Q9C0c8I3pAWhtmjQ,Me parece excelente esta entrevista,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@belvettzapeta1251,hace 2 años,8,0,/@belvettzapeta1251,8,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Me parece excelente esta entrevista,[],parecer excelente entrevista,es,3
X_FAIef8qlE,UgwBIwUPLGxEWAu3Mh14AaABAg,Cruzando la ciudad a puro Transmetro,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@elizabethmonterroso7719,UCPLW0HE3siElqCgXfgWxMqg,"¿Como se subscribe uno al boletín informativo? 
Yo intenté desde la pagina web pero  los teléfonos que tienen colocados  dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@elizabethmonterroso7719,hace 5 meses, ,0,/@elizabethmonterroso7719,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",¿Como se subscribe uno al boletín informativo?  Yo intenté desde la pagina web pero  los teléfonos que tienen colocados  dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.,[],subscribir boletín informativo intentar pagina web teléfono colocado decir telguo existir whatsapp igual decir teléfono existir,es,16
OkXlHx0hx-8,UgwCW5PErySUmwse3bZ4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@WilR-s8r,UCxhtlxPV8AYWaNNyU6S9H8Q,Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@WilR-s8r,hace 1 día, ,0,/@WilR-s8r,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,[],ver lado bueno si deportar frontera cartel secuestrar sacar dinero familiar usa,es,12
yLZS3JiEBg8,UgwCfRlzeiXz172UQQV4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hashojea7348,UCvcu1kR8xMYy_I1Ty-2mV2Q,"Este video debe llegar a muchas personas, es muy buena información",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@hashojea7348,hace 2 años, ,0,/@hashojea7348,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Este video debe llegar a muchas personas, es muy buena información",[],video deber llegar mucho persona buen información,es,7
j43HgwYFKfk,UgwCw9bhAw6suYQfCWx4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@josecastillo4390,UCaKAjTW9MVub_clgr4DRYjQ,Qué lujooo de contenidooooo 🔥,@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@josecastillo4390,hace 1 año,6,0,/@josecastillo4390,6,"['j43HgwYFKfk_out_comments.csv', 'quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Qué lujooo de contenidooooo 🔥,['🔥'],lujooo contenidooooo fuego,es,3
n8iP75gIpmw,UgwEOUk-ofXNqkHW5Cx4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@markoherrera,UCxff05WuyvwELNITi7bj7UA,"Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@markoherrera,hace 2 años,3,0,/@markoherrera,3,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado",[],decir hacer periodista país dejar escuchar querer picar hígado,es,9
n8iP75gIpmw,UgwEQHx8Ik7SbxBTQ914AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SoniaMarroquin-y6e,UCZLG9qH0tUjNhEGFIUt0CYw,Otros nuevos corruptos,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@SoniaMarroquin-y6e,hace 2 años,1,0,/@SoniaMarroquin-y6e,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Otros nuevos corruptos,[],nuevo corrupto,es,2
j43HgwYFKfk,UgwEjfj5ueeimHg-Hbt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@armindapenados2841,UCwgCc9Jd_gG-uLE_SY-FfPg,¡¡¡La USAC NO tiene rector sólo un usurpador!!!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@armindapenados2841,hace 1 año, ,0,/@armindapenados2841,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",¡¡¡La USAC NO tiene rector sólo un usurpador!!!,[],usac rector sólo usurpador,es,4
n8iP75gIpmw,UgwG3XiEgFlHKtrtTqd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@JacintaTzoy,UCXSkL3ejZ8qWYyF_M7s_QKA,"Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@JacintaTzoy,hace 2 años, ,0,/@JacintaTzoy,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡","['💩', '😡', '💩', '😡']",entoz mismo cacar ojo cara cabreado junta directivo hacer él dinero bastar robo barril fondo cacar ojo cara cabreado,es,19
n8iP75gIpmw,UgwGm1V-_GN1ZPcijdl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,"Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@byronpontaza,hace 2 años,2,0,/@byronpontaza,2,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos",[],entender periodista ahora atacar entusiasmo cosa gobierno anterior callado tiempo recibir pago,es,12
n8iP75gIpmw,UgwHY5LtTiQ0lBONp8N4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@johnmejia992,UC6PvO1_k5lHKGdAPo5_C6TA,"Tanto mierda este programa... tiene razón pero 
Y porque no le tira así a los corruptos",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@johnmejia992,hace 2 años,1,0,/@johnmejia992,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Tanto mierda este programa... tiene razón pero  Y porque no le tira así a los corruptos,[],mierda programa razón tirar así corrupto,es,6
